row_id	RENCA.CTL.LAWSON..Gene..Statistic.Value	EMT6.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.LAWSON..Gene..Statistic.Value	X4T1.CTL.LAWSON..Gene..Statistic.Value	CT26.CTL.LAWSON..Gene..Statistic.Value	MC38.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.KEARNEY..Gene..Statistic.Value	MC38.CTL.KEARNEY..Gene..Statistic.Value	B16.CTL.PRFKO.KEARNEY..Gene..Statistic.Value	MDAMB231.CART.HER2.KEARNEY..Gene..Statistic.Value	MC38.NK.KEARNEY..Gene..Statistic.Value	MC38.CTL.PD1.KEARNEY..Gene..Statistic.Value	MC38.CTL.IgG.KEARNEY..Gene..Statistic.Value	MART1.CTL.LIBA.VRED..Gene..Statistic.Value	MART1.CTL.LIBB.VRED..Gene..Statistic.Value	K562.NK1_1.PECH..Gene..Statistic.Value	K562.NK2_5.PECH..Gene..Statistic.Value
CHP1	-3.1	-3.54	-2.24	-0.76	-4.44	-0.25	0.820449336299731	0.430543954751994	-1.61334304313328	0.98199969189525	-1.66036025856521	-1.18000054034773	-1.4297109367681	1.1762	0.28953	NA	NA
DCP1A	-3.07	-3.23	-2.39	-2.49	0.4	0.03	2.03014305667422	0.242774617103605	0.172912762167138	-0.309396411215179	1.59371447792879	1.92056952696439	2.48071816148245	NA	NA	NA	NA
NSFL1C	-3.05	-2.23	-0.88	-1.63	0.02	-1.27	-1.45315760525198	0.188327409615788	-2.10434916844723	-1.18833869139998	0.54025672195749	-1.82986585728682	-2.16653930139569	-0.52529	1.3983	1.64566863450306	-0.368903036425303
ZC3HC1	-3.04	-9.53	-0.98	-2.53	-2.4	0.59	NA	NA	NA	-1.85957273340786	NA	NA	NA	-0.6255	-0.97521	-2.30971387746591	1.21743172134688
NGLY1	-3.03	-2.23	-1.97	-1.42	-3.5	1.44	-0.46024552134484	3.02547856449958	-1.5215893808498	-0.394949713581652	0.788746815084453	1.68374996836795	1.64557155246526	0.48269	0.4912	-1.63360413035861	-3.61332106256875
CHTF18	-2.99	3.05	0.22	1.47	1.32	-0.4	-0.655695600736027	-1.36695950104369	-0.606202941125973	-2.05745998727347	0.216600110006738	-0.583138600925448	-0.870842785835918	0.060106	-0.97683	-2.85099977729559	-2.37018888126096
PDCD10	-2.97	0.88	-1.39	-4.35	-7.05	0.64	-1.66034036358813	3.0149991215119	-0.69655711810247	-1.27091187873161	0.721373087741655	1.09394295016657	0.500447520233795	0.87728	0.67267	0.333654880974673	-1.84673194121332
ETS1	2.97	-2.97	1.5	-1.61	-2.48	-0.41	-1.33049266953248	-1.06485842798169	-2.80225973381876	-2.59593466879604	-1.69767033338747	2.10219725702754	-1.93873183584387	-0.026551	0.040862	-0.759121297647345	0.910915306631298
VPS29	-2.89	-1.75	-0.41	-0.44	-0.48	-0.04	-0.532095289089731	-0.418529530955294	-1.71322039992083	1.79203100250208	-0.696077973280301	1.35469735797217	0.913118921204245	0.046013	-0.20127	-2.55002239343458	-1.26849846091624
AARS	-2.89	0.14	0.43	NA	-0.24	2.37	-0.826218774471378	0.112761048650104	-1.8325736481533	0.999525897711256	-2.27975876263911	-0.920254079043863	-1.1846395314193	0.19241	0.027295	-0.690117975348076	-1.74324974252017
RQCD1	-2.89	-1.06	-2.09	0.75	-1.84	NA	-1.06653912976545	-0.408127597360444	-1.20397303742606	-2.05745998727347	-1.09787288402369	1.78489715639703	1.10264813072758	0.12592	-1.2169	-2.40887905034784	-2.72448426017497
ARID4A	-2.88	-3.68	-0.88	0.81	0.65	0.69	0.0753955496475964	-2.16837718665603	0.49318765472774	-2.23240814475565	-1.00101408279412	-2.87594491742897	-2.00329158681422	-0.28419	-0.10282	-1.8101792135078	1.33629766324245
INTS10	-2.86	-5.68	1.94	-0.73	-1.77	-0.26	-0.544176531289137	-1.32997654306108	-0.917005038272852	-2.59593466879604	1.7515686917841	1.37211384534097	-1.31358470085399	0.2778	0.013873	1.46998432274228	-0.937969664399331
UFL1	-2.86	-2.49	0.66	0.36	-4.19	1.36	0.42570886713729	0.817925024750112	-0.109759640256144	-1.97736842818195	-2.10176347671357	1.41638777918431	0.22183799571352	-0.74635	0.63674	-2.73866071750753	1.13723514155664
XPO7	-2.8	-3.2	-2.77	2.4	1.11	0.02	-2.6618781608667	-1.19927765678368	-1.10297044527922	0.958600580525594	2.93396680286355	0.668930207064717	-1.86919276856233	-0.55764	0.90806	-0.379441551193664	1.26542225937235
PTK2	-2.8	0.8	-1.3	-2.79	-1.56	-0.57	-1.79776661454924	1.92744657510438	-2.52705954311827	-0.178232992828705	-2.4870867192171	-1.97080661315198	1.96649031487067	-1.0295	0.6382	1.21386311506777	1.43640897777503
YIPF5	2.79	-0.96	-0.34	-0.98	-4.55	1.82	-0.475402658427726	0.901881160751252	-0.710716391620524	-2.31876098036166	1.23777365380585	1.27192434791991	2.39545393377304	1.1445	-1.5028	0.672194314538186	-3.24289453775596
NSD1	2.77	0.62	-2.48	-0.2	-1.58	0.07	-0.781888677007595	-2.52430287878695	0.0251692050267234	1.32906053229846	0.557713555118812	1.39687886893737	2.1451356851268	-1.0885	0.55062	-2.77767113679339	-1.91999920362788
HNRNPR	-2.7	0.25	1.83	-2.49	1.11	2.15	0.840550141978695	0.664547434446627	-0.125282381258206	0.724107077270317	1.14333386417301	-2.27078494111828	-2.52315234905605	-0.10139	0.80316	0.788336334271905	-0.672602831284414
RIC1	-2.7	-2.6	-1.54	-0.06	-0.73	-1.36	-1.9737867156286	-0.746840243851051	-1.64309151576367	3.02694365767038	-1.26330385877745	-2.33595475023884	-1.82570970860829	-0.94792	0.44654	-3.19143900144178	-3.1414979246155
N6AMT1	-2.69	-0.94	-1.96	NA	2.91	-0.46	-0.932031977059975	-2.12216362477071	-0.567020873663025	-0.695375516454119	-1.89935359896508	-0.676190032747224	-0.403310253014274	0.5374	1.0219	-2.53620847824119	-0.918074240041688
ISCA2	2.72	-0.92	0.26	-0.45	0.49	-0.01	-3.05144864886591	-0.591806753954307	-4.21121576355743	-1.92566673528622	0.683485673435178	-3.58515350399952	-0.544845183387226	0.82184	-0.79428	-1.65580161813347	1.06304840628412
BCOR	-2.68	-1.41	-0.95	-1.51	-0.79	-1.79	-0.532095289089731	-0.566932562438774	-0.267323622822602	-2.90185516990642	1.37446941203167	-1.96775703410613	-1.40590613272755	-0.52181	0.065067	-3.07630975133535	-2.37895065397247
ATXN2L	2.7	0.33	-2.14	0.98	-3.13	-0.19	-1.26091353816328	-1.80232682805582	-0.543508122401529	-1.18833869139998	-2.43840587439206	-0.894340008230665	0.0869641603999513	1.1154	2.3819	-2.02939572693009	-1.4391571601379
ASB3	-2.66	-0.84	0.27	-2.22	-1.9	-0.48	0.899211530071901	-0.409708219252748	-1.80497879712179	-1.70388807114318	-0.599289272869383	1.35543815557786	1.8611570618858	-1.3351	-0.95389	-2.51750885097284	-1.71385151249223
PIGU	-2.66	-4.05	-0.42	NA	-3.63	-0.43	-2.07975511467768	1.30066251037975	-1.98340687328755	-1.86365619979516	-0.866638704091775	1.1406394341187	-0.403527783416619	-0.2778	-1.3298	1.35200411154226	1.30658409865228
PARS2	2.67	-0.53	1.22	0.26	-2.03	0.87	0.966648060807155	-1.90282028026527	-2.5023726467116	-0.999236785378233	-2.18848902278785	-2.31850300197072	1.50507809487492	-0.053765	-1.0067	-1.31244509478631	-1.58324339111702
HSPH1	-2.63	0.69	-1.53	-2.63	-3.11	0.47	-0.764952214480319	0.711039110728427	0.791041113938636	2.11706890806186	2.26432716494493	-2.96600049901197	1.06955424443357	-1.164	-0.23965	1.37844479868387	1.40221852970236
SLC35A3	-2.56	-2.39	-0.3	-1.36	-2.18	-1.77	-1.46019678017102	1.17513677492476	0.76942677293847	-0.228162388377945	0.113290813646943	-0.928053150229606	0.777235230883795	-0.11198	-0.16147	-1.75767983976224	-1.67644020155685
TBC1D22A	-2.54	-0.88	-1.73	0.63	-2	-1.25	-2.70274249767589	0.343130881227633	-1.50121485101949	-1.66999678347552	-0.402576228711079	0.039389313362596	1.3793852647569	-0.077775	0.4616	-1.14184128038586	-2.14668961609444
RNF4	-2.54	-4.65	1.25	0.58	-3.98	1.11	2.22698913413204	-1.88685374471847	0.811323357310859	0.588316310059272	0.167648263146503	0.673105775273869	-1.75692848304753	-0.3869	1.2655	-0.753049781422826	-2.37622064799976
TDP1	-2.54	-0.9	0.41	0.71	0.43	-1.05	0.272600926060866	-2.03100980477196	-0.0688613295088799	0.920943358225661	-2.64064653474176	-0.758954124403581	1.57296034779589	-0.63219	-2.4397	1.47664060937557	-1.16707520516788
CDIPT	-2.51	1.39	1.12	0.2	1.93	NA	-1.21323496386652	-2.03524725928668	-1.43974343440038	-2.39628072486357	0.55087407563614	-2.55476994877938	-1.14001512468621	-0.0029209	-0.26333	-3.67749033240223	-4.13561842218724
PIGB	-2.51	-5.81	-1.97	-0.42	-3.81	0.15	0.435885232558653	-0.101517079649408	-0.184170119097798	-1.49176790688505	-1.83166061449277	1.3708747622053	2.10724901803215	-0.15356	0.81052	-0.875577061588678	-1.23626520575418
SHARPIN	-2.51	-3.34	-1.23	-1.02	-2.96	0.81	0.045184812193177	-0.754415112229061	-1.32391884141633	-1.79280568605207	1.28064040802576	1.47853737846855	-1.52818746550052	-0.50397	0.56338	-1.04695572252569	-1.53203418169467
PQBP1	-2.49	-2.18	1.64	-2.58	-2.93	0.64	-1.67795440686674	-0.490980838666159	-0.379683997957463	-0.264103716742478	-0.866638704091775	-1.24106970458464	-1.49154677591011	0.48874	0.087692	1.3772272479871	1.38709105258502
R3HCC1L	-2.49	0.1	-2.37	-2.39	-2.07	0.03	-0.0966302913944485	1.31842325582268	1.04271566612469	0.680101807616336	0.314212038479328	1.58050177817744	1.59723200956905	0.20675	0.82191	1.47263307993855	-0.276713636736747
PRPF6	-2.47	-0.82	1.48	1.55	-3.02	-0.48	-0.0014287786026595	-1.38408640231332	-1.85188735568703	-1.00624028054287	0.106633173463961	0.505938249125247	-1.87133978043584	0.085166	-0.35951	-1.16011988299752	-1.22642176411736
CAND1	-2.46	-0.91	1.64	-2.11	0.14	0.16	0.280413866118664	-0.87760152760005	0.501868534800267	0.339570495960524	-0.866638704091775	1.17443708091465	-2.43708007972125	-0.096597	0.55206	-2.79790021758109	-2.38915012899615
KHNYN	-2.43	-2.73	-1.11	1.2	-3.86	0.02	-0.0323662211302482	2.33246580107731	-1.19455740420759	0.109557900669126	1.56629316672898	-0.33885362710081	1.16554118336125	0.49442	0.0061315	0.229732035328123	-2.25674521167932
MED19	-2.42	0.01	1.23	-2.59	0.32	-0.8	-0.024918463579212	0.293683190788833	0.290021224880651	-1.41971043136175	-1.00101408279412	0.653397577743265	-0.364827735573417	-0.078123	0.4221	-3.16530211642507	-2.77646234612873
UNC50	-2.42	-0.4	0.94	0.29	-0.74	-0.1	2.45242742492552	-0.155737420169353	-0.963453477992525	-1.04747620744468	-0.730114825341594	1.59675648158012	0.0351000017727088	-1.9583	-0.87177	-1.28453164058215	-0.307503709435871
ZC3HAV1	-2.4	-6.28	-1.2	-3.07	-5.73	-0.38	-1.37719489418278	0.110894508911053	-1.42984329456152	-0.498573326551872	1.38845019731915	1.12374787525293	0.1939181139983	0.16297	0.033489	-0.971337983394418	0.258579113875922
RAI14	-2.4	-1.24	0.81	-1.64	-2.36	-0.5	-2.11575088870553	-0.396684678447007	-1.70474496367078	-0.944136303175898	-1.68275773491623	-1.08211822181523	-0.205476316523844	0.73594	1.0205	-1.68310896143769	-3.31959539140155
PCGF1	-2.4	-0.49	-2.73	-0.78	-1.3	0.82	NA	NA	NA	0.37736819416554	NA	NA	NA	0.12721	-0.0030668	-5.16690669313674	-3.31853802840384
TMEM117	-2.39	0.94	0.93	-0.04	0.35	0.68	-3.40645665348194	-2.82253244984074	-2.26448990423076	-1.07364906079444	0.840407402624255	-1.23513571308155	-1.14198561280051	1.3665	-1.1116	1.08541023787918	0.981918501850282
PIGW	-2.37	-5.21	-0.18	-2.38	-6.67	1.2	0.97089614107557	-0.96134247073883	-0.120584684893813	-2.20357850985333	0.753549129732026	2.0835842596557	-1.88724039026493	0.82031	0.51079	-0.13266288099385	0.367776356625675
TCEB2	-2.37	-0.47	-2.02	NA	NA	NA	-0.736444880686454	-0.155128518266557	-1.65548577286024	-1.71427626542809	1.11806320477354	-0.220938910206643	-1.34151901577445	0.32672	0.030726	0.102373773495845	-1.6664591400229
CHMP5	-2.36	-3	-1.85	-1.52	-6.46	-0.65	0.41380079733087	0.369386042503581	-0.565932010618804	1.34405686250587	-1.02904187023935	-1.50450261709539	-1.28789073811999	-0.2232	0.44644	-1.99785852714657	-1.28862065230551
TSR2	-2.34	0.06	-0.83	-0.38	-0.8	1.88	-0.775676531645736	-0.578717212327626	-0.800674687730154	-2.36194375714301	-0.866638704091775	-2.35209114426152	-1.75946829969282	0.42874	-0.52219	-2.36515348532576	-1.22849821247476
URB2	2.39	0.89	-2.64	-0.03	0.25	-0.02	-0.835990939931582	0.749991207953181	-0.7519518754781	-0.830068598368107	-2.33924030924326	0.535506014115091	1.92249103958751	-0.049931	0.55225	-3.14046823286987	-3.14025297535024
LMNA	2.38	2.58	-2.05	0	-1.1	1.54	-2.09373043662483	-1.25246630185396	-2.2054861303718	-0.941595059763654	0.113290813646943	-1.76578455893489	-2.68154069697984	-0.57183	-1.6304	1.7861807307669	-0.511701408802673
PAN2	2.37	-1.69	-0.63	-3.14	-2.88	1.24	-1.47133700667047	0.136204016566513	-0.162312209985531	-1.140543357578	-0.986556712506094	0.0754206873000127	0.592344384782588	-0.91307	2.2466	-2.75887903454714	-1.92174382397378
DARS	2.37	-1.11	1.57	1.11	0.04	1.95	0.309449002057938	-0.740989181362954	-2.16908804693907	-1.14932983549465	-2.68175990725497	1.43503192652459	-2.18544820085158	0.009346	-0.80538	-1.49155439990207	-0.449237969258649
STARD7	-2.32	-1.88	1.61	-2.26	-3.48	-0.3	1.08518438209697	1.67704337661299	0.50944548630511	-0.698763248041001	-0.350371382996226	-2.14963623346104	-3.14556562669876	0.097245	0.98388	-0.139670924590019	-0.280570298054474
ZC3H18	-2.29	-1.37	-1.29	0.92	-0.4	0.82	-1.67190021703489	-0.697132303067004	-1.76737169519709	-1.4472247029327	-1.94907892553966	-0.997009291361166	0.589717590594018	0.37691	-0.34077	-2.92693537836194	-2.54688899633377
KLHDC7B	-2.29	-1.14	1.01	-0.43	-0.23	-2.42	-2.77510434160484	0.371748648962149	-2.96796342474471	-0.772091898833726	1.31685271169279	0.963493349586334	2.12166356902142	-0.85758	0.11599	-0.990560977879342	-0.654049368290436
TRNAU1AP	-2.29	-0.2	-1.59	-0.78	-2.91	0.2	-1.23406146878338	0.0876183714883217	0.920483790178603	1.71616416477346	-2.10176347671357	1.26274732629666	1.12568234336489	1.0117	-1.7793	-0.916432682622776	-1.17693863512469
RBSN	-2.29	-0.24	-0.14	-1.09	-1.43	2.4	1.11773544425215	-0.254020138497475	0.709039443656927	-2.07274518733589	1.12795245276566	-1.14044729156416	0.360143264627413	-2.3926	-1.0786	-0.734112788472321	-1.44372623027851
EIF2B5	-2.28	-0.66	1.37	NA	2.84	NA	0.919259224718357	1.84510682910681	-0.0334195747342476	-3.25556246390941	-2.59899916758259	-1.27186806542248	0.6326534110002	0.92643	-0.39127	-0.691613629657379	-0.677576894740613
PRRC2C	-2.27	-4.31	-0.92	2.41	-3.28	-0.62	1.14531184741827	-0.668021294055862	-0.178895189599913	-0.723097475769624	1.22165003143674	1.74300924466249	0.883067134503631	0.2683	1.4458	0.19363715920221	-0.879481978934744
MYL6	-2.26	0.04	-1.62	-2.33	-1.24	0.24	0.362792359279991	0.640173206243506	-1.74946890053604	-2.64395313893287	1.68973846971353	-1.28334281169267	-0.683042480205414	0.10281	-0.50317	2.23912167992319	-0.265609458970915
PDS5A	-2.25	-5.09	-1.09	-0.22	-0.05	0.98	-0.616021999923748	1.22281388466913	-0.208242020588689	-1.69285011879626	-0.260316041130718	-1.80616865140784	-3.5976218992169	-2.1562	-1.1525	-1.57885203493649	0.63054204990145
TUBB2A	2.28	1.56	-3.44	1.6	0.77	-0.52	-2.89448587170874	-0.685196392492202	-0.891091657713358	0.749526388021294	-0.836666596907732	-1.43137070392752	1.92995833868984	-1.6648	-0.4464	-1.65006325112155	-2.45922325766659
SMC5	2.28	-1.55	-1.03	-0.15	-2.74	NA	-2.2301121260705	-2.43628957935013	-2.46539573737375	0.256428478682082	-2.07827540946654	-1.78324764359813	1.08283875551272	0.96352	-0.1598	-1.62978947028197	0.657312501021292
CEBPG	-2.23	-3.22	-0.41	-0.88	-2.29	0.46	-1.2043353210572	0.727630181387737	0.192666705537062	-1.41119881326971	-2.07942831755043	-0.556571837258993	-0.947036853442426	0.53804	0.50187	0.0687608267207227	-1.35755163045738
GAS2L2	2.25	-0.13	-2.4	0.82	0.5	2.16	-1.48936986289576	2.05088651163151	-0.190522134517389	1.47063445783666	-1.8250996036697	0.430103986876089	-2.51450976964521	-0.31432	-1.0335	-3.56554561398552	-2.5204887031072
LSM11	2.24	0.38	-0.48	-0.53	-2.17	-0.21	-0.282474104553095	-0.673483095026215	-2.11144593897029	0.625656913322609	-1.42166336556705	-1.80146258120778	-0.0252695020479243	1.3286	0.10338	-3.5412738849869	-3.05420210755656
ORC3	-2.19	0.41	1.65	-0.91	-1.89	-0.62	-0.198850105537649	-1.29231522936867	-2.289815745686	1.69972853163193	-1.36453896316787	0.00987627595638421	-0.829432000498032	0.60219	-0.054749	-2.47885737070244	-2.06934205355253
SRP72	-2.18	-0.12	2.31	-0.41	-3.98	-0.66	-0.589091343578031	-2.25632955138007	-1.39188904407487	-0.522761837165343	0.282734979558313	-2.7948612144789	0.111550275812211	0.53993	1.4458	-1.79100806997433	-3.13204714119927
TOR2A	-2.17	1.37	-2.33	1.95	-2.21	-1.11	1.11390486988937	0.0913682361911315	1.17104671568601	2.28953994116024	1.21375838994093	-1.15614952893073	-1.9225705938086	-0.12106	0.033053	-1.13270061339961	-1.49279827114202
MRPL50	2.2	-2.49	3.09	0.89	-0.82	0.13	-0.386589678952892	-0.610365072129034	-2.18846153750866	-1.52251535876575	-1.08243338616009	1.20952815782855	-2.69662548733739	0.24927	-0.42449	-1.65639427362592	-2.11997682194479
MINOS1	-2.15	-1.45	1.4	0.47	-1.21	-1.65	-2.82057276585499	-0.0803737547943698	-2.61999133962769	-1.21114457578244	-0.548745669582259	-2.04183400400763	-2.22382827882299	0.13803	-0.61999	1.12852088906989	0.879149908709256
GLP1R	-2.13	4.6	2.12	1.07	0.47	-0.68	-1.42577950031738	-0.0935835216233848	-2.6097289044592	-0.684245745783379	2.15558608585833	0.892509319066657	0.171360896516397	0.066583	0.049144	-2.41556541881889	-0.511587122364229
TFRC	-2.09	-1.44	-3.65	2.22	-1	0.96	-0.88162431815244	-0.34917224729189	-0.815336013009306	-0.757083230653824	-1.17005210752954	-0.0814802888117324	-2.27660205598694	1.0646	0.24983	1.69385941832317	-1.76737169519709
INPP5K	-2.08	-0.11	-2.31	1.13	3.57	0.49	-0.489030646750193	0.526501226587747	-1.91386036428662	0.425928427222036	-2.89820933663608	-0.799880563436136	-1.14869928691031	-0.83569	1.4442	-1.53429132071711	0.282995873806696
FAM50A	2.11	-1.31	-0.34	0.54	0.21	-1.37	0.146305784026694	-1.32040450591044	-2.17894169267109	0.456598023651515	-0.282474104553095	-2.73426344783618	0.778660042009286	-0.11171	-0.29801	-2.79508544242191	-1.20775893844165
FBXL18	-2.08	0.34	-2.71	-1.23	-2.27	0.83	1.35674578250494	-2.38988171185134	0.425077746146681	0.753282787259223	-0.247915224648299	-1.35321172671623	0.324790017764111	0.55634	0.0077021	-0.689323043285314	1.06990960336802
PSENEN	-2.07	-2.92	-0.82	0.22	-4.44	-1.34	-0.489030646750193	-0.764112842091283	-1.27694971717629	2.65064598460842	-0.356054167390712	-0.339756379324563	-1.31676919960302	1.3251	-1.5311	-1.1205017670747	-2.40879238646879
SMARCB1	2.08	-2.18	0.36	1.09	-4.39	0.6	-1.83354205772215	2.02753234539224	-2.56799036218046	2.71749575086731	1.95040387811788	0.848463305174141	-2.1124951677454	-0.19769	0.51205	-1.57493261235474	-0.540024697876715
USP18	-2.04	-8.99	-0.15	-2.21	-8.09	-1.21	-0.112861953824165	-0.224921941176407	0.238336646932511	1.86043504748023	0.421623295321043	-1.21386311506777	1.00080725787715	0.10519	0.22616	-1.8763881541321	-2.26066515118375
FECH	2.07	-2.65	-1.81	-1.2	-4.56	0.14	-0.474476713214499	-1.13170138278023	-0.934085094620403	-1.39491325336898	-1.00101408279412	0.157894413787448	2.52547500588183	-0.94275	0.15981	-2.5058020411503	-2.15576525270445
VTI1B	-2.02	0.16	0.22	1.91	0.22	-0.7	-1.11712706449719	-2.81413949642744	-1.78531646291659	0.0438048011443225	-1.47249965538931	1.12691126505962	-0.0221353351518049	-0.15859	0.39689	0.411153476127136	-2.02124895795331
SDHA	2.06	0.99	2.17	0.2	-0.21	0.5	-1.08369512012069	-2.745428143508	-2.9986934105764	-2.66745554249409	0.689036974369091	0.0127841524207877	-3.32047005255276	0.06966	0.027425	-0.0932310594094814	0.685957355916906
DDI2	-2.01	-2.57	-1.96	-0.11	0.23	2.33	-1.34232697734725	0.412299384129121	-0.76976382829666	-1.88269288669697	2.57237302005796	-1.84582237948287	2.97026805312114	0.077899	-0.31283	-1.08355985182538	-0.331826861330387
TUBGCP4	2.01	-0.04	-0.92	3.13	0.67	-0.31	0.142709010767839	-0.843444308790866	-1.87077697731248	-2.03353996666181	-2.65062075812521	-1.88875996140864	-1.21753691519695	-0.32266	0.1482	-3.50420073327026	-3.22604413641509
CLUH	1.99	-3.5	-0.65	-1.33	2.37	-0.88	-0.503091418273723	-1.7829895771883	0.688179105697185	-1.07601622530492	-0.60897652352058	0.826289303097742	0.253864812442684	-0.89006	-0.52834	-2.15123063678736	-2.05710631919328
EID2	-1.96	-2.1	0.86	0.62	0.34	-0.66	-2.94380900875918	-1.83819280255485	-0.382055767445181	-1.88269288669697	0.117757254229301	0.591000628264741	2.27476551446123	0.40144	-0.48605	-2.63823014751731	-0.419733704753913
COX4I1	-1.95	0.06	1.82	1.14	2.17	-0.62	-2.64833217839356	0.331773891815788	-3.64191256009296	-1.67361646756045	-0.178462205928757	2.19274162355595	0.908488853898001	-1.2999	0.083449	2.61558786532507	-1.86646740680476
PRPF40A	-1.92	-2.24	-1.04	-1.06	-3.55	-0.85	0.42570886713729	1.54489360729123	-1.87077697731248	-0.879408177171061	-0.267271666946475	-0.212675599683066	-0.602051285200395	0.34202	0.32863	-1.63446142332415	-1.10343109350595
RPN2	-1.9	-2.22	-0.33	1.04	1.75	0.67	-0.819887926766581	0.676662680376136	-1.77429722105653	-1.94065613753449	1.67055301288332	2.07537276838814	0.417408005914286	-0.01479	-0.77313	1.37681322811283	-0.76787744257191
MDH2	1.94	-1.08	-0.15	2.17	-2.15	-1.13	-0.655695600736027	2.11669195577614	0.147217941023357	0.488776411114669	-2.72049630686569	-1.00022837573271	-1.85961510997715	-0.85865	-0.42122	-1.0880342222334	-1.86820142678396
EWSR1	-1.89	-1.49	-3.03	0.04	-2.81	-0.59	0.746641484648357	1.94911242645261	-0.179226317387074	-0.779950520270507	1.17648781194246	1.24704772176874	-0.73999999065488	0.69451	-0.80898	2.57488989858637	-1.91046009236042
KEAP1	-1.86	-0.57	4.05	0.97	-2.23	-3.09	-0.597520386736604	2.35046839284514	-2.16327545188645	0.208395717333574	-0.866638704091775	0.02128288066164	-0.734637981547267	0.17482	0.92693	-3.26118916117956	-2.49587745413846
GPATCH8	-1.84	-4.35	-1.66	1.45	0.67	1.53	-1.63913090453491	-0.339915717266266	0.756182138964373	0.380680958240402	0.424446794424973	-0.773646273150902	1.70007935497239	-1.4655	-3.3179	0.571501121990885	-1.31943418351996
WDR7	-1.83	-0.66	2.45	NA	-0.2	NA	-1.94509122363725	-0.576880772788815	-2.70458388389246	1.7653438146398	0.0452851799581977	-2.16515261193141	-2.48310688883609	-0.79665	-1.2438	-2.35001211581108	-1.14647177338418
RPIA	1.87	1.11	-0.11	NA	-1.72	0.04	-2.21660639785796	-0.0887255835289052	-3.02348671484749	2.14910597794106	1.34671512222796	0.674049254514833	0.429306757185564	-1.832	-0.17239	-2.63393356739352	-2.73690606339891
OCRL	1.85	-2.14	-1.73	0.45	-2.71	0.78	-1.01212142399295	-0.12406981197502	1.6012751068534	-2.66745554249409	0.863213668352722	1.81042438889299	-2.42640124391193	-0.49181	0.034955	2.30964168097555	0.0964540078106594
SEH1L	1.84	3.73	2.01	0.76	1.41	2.71	-0.687258254951389	-0.785876232517042	-2.32733955674397	-2.43879807357754	2.1340339724828	2.6001316597089	-0.681492359015721	-0.22352	0.30419	-2.50295270820547	-3.65398635036027
AZI2	-1.73	-6.08	-1.33	-0.11	-1.96	0.34	-2.48899157906978	-0.88240099101152	-2.30042771784877	-1.4496505210861	-2.57956094819994	-1.38508002182853	-1.6279287238337	-1.8949	-1.2586	0.436105757589138	1.26967618291719
PIGS	-1.73	-2.67	-4.09	-1.74	-2.91	0.91	-0.725150021328167	-0.778999515762307	-2.48195438688027	1.86553822077662	-0.866638704091775	-0.820238777429654	-1.07342605383442	-0.16361	0.47607	1.58621740885699	1.47315220256434
PGLYRP1	1.79	-2.27	-0.82	2.08	-2.94	-1.3	-1.79810733558706	-1.36672346506069	-0.76976382829666	-1.33357860060181	-2.70867733864998	1.07084306401577	-2.5964449435811	-1.5356	1.8534	-2.05325348071177	0.600939924885242
PISD	1.78	-0.72	-0.98	1.09	-0.67	-1.24	0.457850293588778	2.15481901066091	-2.03296558577271	-1.27899163954767	-1.89935359896508	-1.39618098920447	-1.1676697579677	-0.024783	-0.57221	-2.45203207249176	-0.804895474711694
HDAC1	-1.71	-5.01	-1.14	-2.64	-5.6	-0.67	-0.995485897125478	-2.44143553241627	-1.11092647164213	-0.170674137120333	-1.60712021330245	0.213085851622257	1.94286890356859	1.497	1.7072	1.0297657121779	1.31519016402715
NADK	-1.66	-6.43	-0.76	-1.64	-4.26	-2.38	-2.45024762501091	0.198134286257698	-1.41738635451429	-0.216446145172266	-2.30683536327192	1.11698672787661	-2.13152396840122	-0.2216	-0.33617	1.92175971101026	1.34489854557711
METTL3	-1.66	-2.84	-0.54	0.58	-2.08	1.34	-1.94509122363725	0.628800000057269	-1.33510494879738	0.143595366163798	0.950732865530916	0.734769311477945	-1.52683518482504	0.1663	0.65832	-3.44795889086404	-3.47082605013021
LSM10	-1.65	0.15	0.18	1.41	-3.56	0.85	0.085026906334619	0.304640461564691	-1.95276034023517	0.435416687226548	-0.866638704091775	-1.99677160032665	-1.34741068872955	-0.36323	-0.69067	-3.4306306095278	-3.25563272959257
MTA1	-1.62	-0.54	-2.56	0.11	-2.69	0.76	NA	NA	NA	-0.869378753944637	NA	NA	NA	-1.034	-1.2449	-1.70823902557113	-2.15029357882917
METAP1	-1.62	4.75	-2.5	NA	2.85	-1.43	-0.315634431660268	-0.958719643258321	-2.56510697337488	-3.04569913291919	-2.30683536327192	-1.05003939654985	0.571825794969737	-0.035786	-0.45767	1.03823642170316	0.758319059406168
DPH7	1.68	2.95	-0.55	0.52	0.98	0.35	-0.946016834270811	-3.01547156007757	1.58466705897431	-2.56956597706052	-0.866638704091775	-2.25285964543096	-2.55719515571006	0.4099	-0.35122	0.626236240373249	-0.392836830749848
GNL2	-1.6	-2.41	1.53	0.4	1.78	0.88	-0.620634704639828	-1.74433897077684	-0.331720923232054	-1.96270897216389	-0.866638704091775	-1.81835428983036	-3.25250644902642	0.14035	-0.57298	1.5488990057598	-0.887146559018876
